service_id,active_days_per_week,start_date,end_date,exception_count,service_stability_level
895,5,2025-04-04,2025-12-13,63,Unstable
899,2,2025-04-04,2025-12-13,24,Unstable
901,7,2025-04-04,2025-12-13,68,Unstable
902,7,2025-04-04,2025-12-13,69,Unstable
904,7,2025-04-04,2025-12-13,91,Unstable
907,7,2025-04-04,2025-12-13,91,Unstable
911,2,2025-04-04,2025-12-13,37,Unstable
912,5,2025-04-04,2025-12-13,50,Unstable
914,5,2025-04-04,2025-12-13,58,Unstable
918,7,2025-04-04,2025-12-13,27,Unstable
925,7,2025-04-04,2025-12-13,73,Unstable
926,5,2025-04-04,2025-12-13,75,Unstable
928,7,2025-04-04,2025-12-13,29,Unstable
93,5,2025-04-04,2025-12-13,8,Limited
949,5,2025-04-04,2025-12-13,28,Unstable
953,7,2025-04-04,2025-12-13,9,Stable
954,6,2025-04-04,2025-12-13,120,Unstable
955,2,2025-04-04,2025-12-13,38,Unstable
968,2,2025-04-04,2025-12-13,82,Unstable
969,7,2025-04-04,2025-12-13,6,Stable
971,7,2025-04-04,2025-12-13,17,Limited
972,5,2025-04-04,2025-12-13,14,Limited
974,2,2025-04-04,2025-12-13,27,Unstable
976,5,2025-04-04,2025-12-13,60,Unstable
977,7,2025-04-04,2025-12-13,9,Stable
981,7,2025-04-04,2025-12-13,20,Limited
982,7,2025-04-04,2025-12-13,18,Limited
983,7,2025-04-04,2025-12-13,16,Limited
985,7,2025-04-04,2025-12-13,17,Limited
987,5,2025-04-04,2025-12-13,9,Limited
991,5,2025-04-04,2025-12-13,11,Limited
992,7,2025-04-04,2025-12-13,21,Unstable
993,7,2025-04-04,2025-12-13,19,Limited
996,7,2025-04-04,2025-12-13,17,Limited
999,7,2025-04-04,2025-12-13,12,Limited
